Date,Low,High,Volume,Close
2/17/2016,519.39,537.48,4824002,534.1
2/18/2016,523.73,541.2,4735008,525
2/19/2016,515.35,535.95,4974717,534.9
2/22/2016,541.08,560.65,5566553,559.5
2/23/2016,545.33,556.91,4050790,552.94
2/24/2016,533.1501,554.27,6231668,554.04
2/25/2016,545.2946,559.39,4525463,555.15
2/26/2016,553.17,562.5,4877039,555.23
2/29/2016,552.51,564.81,4145396,552.52
3/1/2016,556,579.25,5038452,579.04
3/2/2016,573.7,585,4582170,580.21
3/3/2016,573.11,579.866,2741292,577.49
3/4/2016,571.065,581.4,3416545,575.14
3/7/2016,555.55,573.63,4932527,562.8
3/8/2016,554.74,571.35,4679663,560.26
3/9/2016,550.125,560.35,4377283,559.47
3/10/2016,547.9,567,3919892,558.93
3/11/2016,562.73,570.06,3771310,569.61
3/14/2016,563.05,576.89,3454152,573.37
3/15/2016,567,581.52,3876821,577.02
3/16/2016,571.14,581.32,3537669,574.27
3/17/2016,555.01,571.4,5928105,559.44
3/18/2016,546.09,562.33,7296885,552.08
3/21/2016,538.58,555.24,5155732,553.98
3/22/2016,545.05,562.76,4000564,560.48
3/23/2016,558.1,572.48,3983720,569.63
3/24/2016,567.08,583.55,5185539,582.95
3/28/2016,575.56,584.75,3121522,579.87
3/29/2016,576.5,595.85,4392567,593.86
3/30/2016,595,603.24,3890461,598.69
3/31/2016,592.21,600.75,2681811,593.64
4/1/2016,588.3,599.03,2917386,598.5
4/4/2016,590.55,599.5,2470825,593.19
4/5/2016,585.25,593.47,2308884,586.14
4/6/2016,587.5,602.39,2849909,602.08
4/7/2016,589.08,599.6,3189037,591.43
4/8/2016,589,597.86,2591936,594.6
4/11/2016,594.91,604,2704267,595.93
4/12/2016,592.31,604.06,2641062,603.17
4/13/2016,605.29,616.81,4228349,614.82
4/14/2016,615.07,624.38,3512136,620.75
4/15/2016,618.11,626.77,2887681,625.89
4/18/2016,624.9603,637.64,4360883,635.35
4/19/2016,620.8,638.01,4055870,627.9
4/20/2016,623,636.55,2609425,632.99
4/21/2016,628.5,637.82,2596298,631
4/22/2016,611.56,628.25,5083904,620.5
4/25/2016,616.2511,626.98,2682924,626.2
4/26/2016,614.88,626.7549,2521433,616.88
4/27/2016,601.28,615.95,4068767,606.57
4/28/2016,599.2,626.8,7872605,602
4/29/2016,654,669.98,10310739,659.59
5/2/2016,662.0251,685.5,6578517,683.85
5/3/2016,670.43,680.3,4923351,671.32
5/4/2016,662.14,674,4635462,670.9
5/5/2016,656,676.49,4884114,659.09
5/6/2016,656.01,676.95,4365345,673.95
5/9/2016,671.41,686.98,3982161,679.75
5/10/2016,693.5,704.55,6105570,703.07
5/11/2016,701.65,719,7338196,713.23
5/12/2016,711.51,722.45,5048150,717.93
5/13/2016,706.51,719.25,4763419,709.92
5/16/2016,700.28,713.25,5432920,710.66
5/17/2016,693.91,714.47,5121357,695.27
5/18/2016,688.76,702.5399,4283189,697.45
5/19/2016,689.56,699.4,3025566,698.52
5/20/2016,700,707.24,2916165,702.8
5/23/2016,696.42,706,2595082,696.75
5/24/2016,698,707.5,3033782,704.2
5/25/2016,705.5159,710.86,3276631,708.35
5/26/2016,707.293,715,2446681,714.91
5/27/2016,711.1,716.6,2249164,712.24
5/31/2016,711.32,724.23,3618323,722.79
6/1/2016,718.22,726.43,3263107,719.44
6/2/2016,715.5001,728.28,3026583,728.24
6/3/2016,718.43,727,3367306,725.54
6/6/2016,724.42,731.5,2704806,726.73
6/7/2016,720.55,730,2732463,723.74
6/8/2016,721.6,729.42,2223366,726.64
6/9/2016,722.3,728.91,2170318,727.65
6/10/2016,714.21,724.98,3425718,717.91
6/13/2016,711.16,721.99,3352201,715.24
6/14/2016,712.27,720.805,2506922,719.3
6/15/2016,713.3522,722.56,2709447,714.26
6/16/2016,705.3,718,3097961,717.51
6/17/2016,699.18,718.2,5897788,706.39
6/20/2016,710.81,721.31,3677162,714.01
6/21/2016,712.721,718.4,2137534,715.82
6/22/2016,707.565,717,2260454,710.6
6/23/2016,712.5,722.12,2824974,722.08
6/24/2016,692.2,712.5292,7632511,698.96
6/27/2016,682.115,696.8189,5584037,691.36
6/28/2016,698.1714,708,4036957,707.95
6/29/2016,713.54,719.5,3070052,715.6
6/30/2016,712.54,719.37,2855142,715.62
7/1/2016,716.54,728,2920423,725.68
7/5/2016,719.61,728.11,2431431,728.1
7/6/2016,722.58,737.77,3938249,737.61
7/7/2016,731.63,739.55,2945783,736.57
7/8/2016,738,746.1,3429217,745.81
7/11/2016,747,755.9,3195272,753.78
7/12/2016,740.33,757.34,5623657,748.21
7/13/2016,741.25,756.87,4142265,742.63
7/14/2016,739.02,749.04,2390472,741.2
7/15/2016,734.05,746.55,3121385,735.44
7/18/2016,728.72,741.5954,2954914,736.07
7/19/2016,732.31,743.33,2216820,739.95
7/20/2016,740.7,746.25,2214023,745.72
7/21/2016,742.7918,749.36,2317072,744.43
7/22/2016,743.53,751.28,2277711,744.86
7/25/2016,735.35,748.5,2679290,739.61
7/26/2016,732.7525,743.13,2529692,735.59
7/27/2016,733.86,740.94,2913134,736.67
7/28/2016,739.7,753.36,7617580,752.61
7/29/2016,755,766,6777050,758.81
8/1/2016,757.06,770.5,3578205,767.74
8/2/2016,757.02,765.01,3603280,760.58
8/3/2016,752.25,758.89,3581525,754.64
8/4/2016,750.35,765,3178208,760.77
8/5/2016,763.09,768.47,2704391,765.98
8/8/2016,761.015,767,1986272,766.56
8/9/2016,766.9,772.6,1876091,768.31
8/10/2016,766.19,772.1,1604280,768.56
8/11/2016,769.12,773.75,2019740,771.24
8/12/2016,768.4225,773.15,1563318,772.56
8/15/2016,767.71,772.04,2118521,768.49
8/16/2016,763.82,768.7317,1604561,764.04
8/17/2016,759.199,765.22,1891116,764.63
8/18/2016,760.6,765.17,1458834,764.46
8/19/2016,756.89,762.49,2343237,757.31
8/22/2016,752.1,759.85,1679251,759.48
8/23/2016,761,764.7,1524131,762.45
8/24/2016,755.36,763.41,1744107,757.25
8/25/2016,754.741,760.56,1622992,759.22
8/26/2016,759.795,770,2776830,769
8/29/2016,768.6,774.98,2198560,771.29
8/30/2016,765.56,771.8358,1709158,767.58
8/31/2016,764,769.64,1633789,769.16
9/1/2016,766.75,772.04,1792271,770.62
9/2/2016,771.7,776,2181792,772.44
9/6/2016,770.22,789.48,3719788,788.87
9/7/2016,784.33,790.79,2424622,784.48
9/8/2016,781.44,786.5,2030511,784.06
9/9/2016,760.11,781,4257344,760.14
9/12/2016,756,772.66,3124704,771.49
9/13/2016,759.05,769.89,3117224,761.01
9/14/2016,758.85,767.5,2531822,761.09
9/15/2016,757.58,770.87,3043534,769.69
9/16/2016,771.66,780.46,5499182,778.52
9/19/2016,771,781.94,2297221,775.1
9/20/2016,776,781.37,1937164,780.22
9/21/2016,779.01,790.69,2718644,789.74
9/22/2016,794.27,805.889,4078910,804.7
9/23/2016,802.12,807.75,2353511,805.75
9/26/2016,797.145,805.93,2651397,799.16
9/27/2016,801.11,816.64,3819600,816.11
9/28/2016,817.0337,830.14,4422078,828.72
9/29/2016,824.63,837.5,4922248,829.05
9/30/2016,832.4,839.95,4430566,837.31
10/3/2016,831.25,839.86,2769448,836.74
10/4/2016,830.26,842.365,2950314,834.03
10/5/2016,836.12,845.67,3469055,844.36
10/6/2016,840.6,847.21,2684013,841.66
10/7/2016,837.45,845.95,2426228,839.43
10/10/2016,840.27,845.2,1827143,841.71
10/11/2016,828.35,841.29,3588180,831
10/12/2016,830.1,837.666,2380416,834.09
10/13/2016,821.21,831.8,3091387,829.28
10/14/2016,822.96,835.74,2999814,822.96
10/17/2016,811.68,822,3361492,812.95
10/18/2016,815.02,823.26,2512504,817.65
10/19/2016,815.17,820.67,2090706,817.69
10/20/2016,803.1,815.71,3151954,810.32
10/21/2016,809,819.42,2793015,818.99
10/24/2016,822.21,838.3,4060899,838.09
10/25/2016,833.22,843.09,3248358,835.18
10/26/2016,820,833.44,3998102,822.59
10/27/2016,815.43,831.72,7406385,818.36
10/28/2016,774.61,789.49,10841073,776.32
10/31/2016,780.11,793.7,5413326,789.82
11/1/2016,776.713,800.84,5305428,785.41
11/2/2016,763.55,784.75,5026504,765.56
11/3/2016,764,777,3872496,767.03
11/4/2016,753.2301,766,5122103,755.05
11/7/2016,770.94,787.732,5984354,784.93
11/8/2016,779.1,791.7399,3412629,787.75
11/9/2016,760.09,777.5,8562892,771.88
11/10/2016,717.7,778.83,12746994,742.38
11/11/2016,728.9,743.26,6622784,739.01
11/14/2016,710.1,746,7321344,719.07
11/15/2016,725.99,746.78,6755785,743.24
11/16/2016,735.61,749.87,3648791,746.49
11/17/2016,748,757.5,3690112,756.4
11/18/2016,757.6435,767.74,4373408,760.16
11/21/2016,765.11,780.35,4614574,780
11/22/2016,781,792.4,5311320,785.33
11/23/2016,773.12,781.75,3540263,780.12
11/25/2016,777.9,786.75,1837068,780.37
11/28/2016,764.24,777,4438828,766.77
11/29/2016,761.32,769.89,3272344,762.52
11/30/2016,750.25,768.09,4625946,750.57
12/1/2016,738.03,753.37,4665993,743.65
12/2/2016,736.7,748.4903,3561307,740.34
12/5/2016,742,761.49,4314723,759.36
12/6/2016,757.25,768.24,3794746,764.72
12/7/2016,755.82,770.42,3684906,770.42
12/8/2016,765.19,773.79,3189608,767.33
12/9/2016,765.34,770.25,2470923,768.66
12/12/2016,757.2,766.89,2963945,760.12
12/13/2016,762,782.46,5285288,774.34
12/14/2016,762.81,780.86,5454836,768.82
12/15/2016,760.31,769.1,3801927,761
12/16/2016,754,765.13,4848219,757.77
12/19/2016,756.16,770.5,3113240,766
12/20/2016,767.71,774.39,2703629,771.22
12/21/2016,765.7,771.22,2044629,770.6
12/22/2016,763.02,771.21,2543551,766.34
12/23/2016,757.99,766.5,1981616,760.59
12/27/2016,761.2,774.65,2638725,771.4
12/28/2016,770.5,780,3301025,772.13
12/29/2016,760.85,773.4,3158299,765.15
12/30/2016,748.28,767.3999,4139449,749.87
1/3/2017,747.7,758.7595,3521066,753.67
1/4/2017,754.2,759.68,2510526,757.18
1/5/2017,760.2557,782.3999,5830068,780.45
1/6/2017,778.48,799.44,5986234,795.99
1/9/2017,791.77,801.7742,3446109,796.92
1/10/2017,789.5434,798,2558369,795.9
1/11/2017,789.51,799.5,2992791,799.02
1/12/2017,799.5,814.13,4873922,813.64
1/13/2017,811.4,821.65,3791945,817.14
1/17/2017,803.44,816,3670529,809.72
1/18/2017,804.27,811.73,2354201,807.48
1/19/2017,807.32,813.51,2540784,809.04
1/20/2017,806.26,816.02,3376196,808.33
1/23/2017,805.08,818.5,2797474,817.88
1/24/2017,814.5,823.99,2971740,822.44
1/25/2017,825.288,837.4183,4023078,836.52
1/26/2017,833,843.84,3586323,839.15
1/27/2017,829.44,839.7,2998700,835.77
1/30/2017,816.38,833.5,3747336,830.38
1/31/2017,819.56,826.99,3137196,823.48
2/1/2017,824.94,833.78,3850181,832.35
2/2/2017,828.26,842.49,7350492,839.95
2/3/2017,804,818.3,10868773,810.2
2/6/2017,803,810.72,3897301,807.64
2/7/2017,807.5,816.16,3466091,812.5
2/8/2017,812.5,821.479,2857985,819.71
2/9/2017,819.71,825,2484948,821.36
2/10/2017,822.85,828,2429609,827.46
2/13/2017,828.55,842.9999,4172618,836.53
2/14/2017,831.4522,838.31,2792442,836.39
2/15/2017,832.82,842.81,2968853,842.7
2/16/2017,839.375,845,2714667,844.14
2/17/2017,840.73,847.27,3112275,845.07
2/21/2017,847.25,857.98,3507742,856.44
2/22/2017,852.18,858.43,2616971,855.61
2/23/2017,848,860.86,3461984,852.19
2/24/2017,837.7501,845.81,3687963,845.24
2/27/2017,839.67,852.5,2713627,848.64
2/28/2017,842.05,854.09,2793709,845.04
3/1/2017,849.01,854.83,2760083,853.08
3/2/2017,847.28,854.82,2132098,848.91
3/3/2017,846.27,851.985,1951575,849.88
3/6/2017,841.12,848.49,2610370,846.61
3/7/2017,843.75,848.46,2247554,846.02
3/8/2017,846.79,853.07,2288317,850.5
3/9/2017,850.31,856.3999,2048187,853
3/10/2017,851.72,857.35,2436434,852.46
3/13/2017,851.71,855.69,1909672,854.59
3/14/2017,847.55,853.75,2130586,852.53
3/15/2017,847.11,854.45,2562176,852.97
3/16/2017,850.51,855.5,1842296,853.42
3/17/2017,850.64,853.83,3384403,852.31
3/20/2017,851.01,857.8,2282727,856.97
3/21/2017,841.31,862.795,4382852,843.2
3/22/2017,839.05,849.37,2658669,848.06
3/23/2017,844.8,850.89,1952964,847.38
3/24/2017,843.53,851.8,2138269,845.61
3/27/2017,833.5,850.3,2755775,846.82
3/28/2017,850.1,858.46,3041633,856
3/29/2017,859.02,876.438,4485770,874.32
3/30/2017,871.66,877.06,2762730,876.34
3/31/2017,876.65,890.35,3957612,886.54
4/3/2017,885.42,893.49,3422328,891.51
4/4/2017,890.28,908.5384,4984656,906.83
4/5/2017,905.62,923.72,7508370,909.28
4/6/2017,894.4927,917.1899,6344065,898.28
4/7/2017,889.31,900.09,3707367,894.88
4/10/2017,899,908.51,3184301,907.04
4/11/2017,897.5,911.24,3012743,902.36
4/12/2017,895.2501,904.09,2456140,896.23
4/13/2017,884.49,894.97,3174583,884.67
4/17/2017,887.5,902.38,2854673,901.99
4/18/2017,900.78,909.61,2999238,903.78
4/19/2017,897.369,910.5,2870242,899.2
4/20/2017,896.29,905.32,2814441,902.06
4/21/2017,896.77,903.65,2420494,898.53
4/24/2017,903.82,909.99,3118123,907.41
4/25/2017,903,909.48,3367734,907.62
4/26/2017,907.56,915.749,2562595,909.29
4/27/2017,912.11,921.86,4255693,918.76
4/28/2017,924.3335,949.59,7278819,924.99
5/1/2017,927.8,954.4,5415793,948.43
5/2/2017,941.413,950.1,3800912,946.68
5/3/2017,935.9,946,3544234,941.03
5/4/2017,934.215,945,2380874,937.53
5/5/2017,930.3,940.79,2856585,934.15
5/8/2017,939.21,949.05,3370672,949.04
5/9/2017,950.2,957.89,3230630,952.82
5/10/2017,945,953.7499,2083441,948.95
5/11/2017,940.775,950.29,2135393,947.62
5/12/2017,951.53,962.79,3605620,961.35
5/15/2017,956.055,963.15,4245856,957.97
5/16/2017,960.91,970.06,3050005,966.07
5/17/2017,944.12,960.3957,5073254,944.52
5/18/2017,944.76,962.75,3876816,958.49
5/19/2017,959.72,968.92,3846299,959.84
5/22/2017,962.9,971.38,2613805,970.7
5/23/2017,966.85,975.2,2395510,971.54
5/24/2017,970.23,981,2407995,980.35
5/25/2017,982.11,999,4737390,993.38
5/26/2017,989.2491,998.65,3394090,995.78
5/30/2017,995.52,1001.2,3245760,996.7
5/31/2017,982.16,1000.12,3912535,994.62
6/1/2017,991.37,998.99,2384298,995.95
6/2/2017,995.67,1008.48,3714954,1006.73
6/5/2017,1003.51,1013.21,2676857,1011.34
6/6/2017,1001.25,1016.5,3298378,1002.97
6/7/2017,1002,1010.25,2779551,1010.07
6/8/2017,1006.11,1013.61,2724408,1009.94
6/9/2017,927,1012.99,7548854,978.31
6/12/2017,945,975.95,9393802,964.83
6/13/2017,966.1,984.5,4533933,980.79
6/14/2017,966.71,990.34,3943670,976.47
6/15/2017,950.86,965.73,5202147,964.17
6/16/2017,982,999.75,11314754,987.71
6/19/2017,989.9,1017,4967600,995.17
6/20/2017,992.02,1004.88,4040990,992.59
6/21/2017,992.6518,1002.72,2892563,1002.23
6/22/2017,997.2,1006.96,2221035,1001.3
6/23/2017,998.02,1004.62,2645973,1003.74
6/26/2017,992,1009.8,3347195,993.98
6/27/2017,976,998.8,3735360,976.78
6/28/2017,969.21,990.68,3708638,990.33
6/29/2017,965.25,987.56,4246765,975.93
6/30/2017,967.61,983.47,3309138,968
7/3/2017,951.0001,974.49,2908267,953.66
7/5/2017,955.25,975,3587645,971.4
7/6/2017,959.02,974.4,3229378,965.14
7/7/2017,969.14,980.11,2582645,978.76
7/10/2017,983.5,999.4392,3462884,996.47
7/11/2017,983.72,995.99,2947479,994.13
7/12/2017,998.1,1008.55,3491988,1006.51
7/13/2017,995.9,1006.88,2864533,999.855
7/14/2017,996.89,1004.45,2066362,1001.81
7/17/2017,1003.81,1014.75,3636801,1010.04
7/18/2017,1004,1026.03,3957892,1024.38
7/19/2017,1022.5,1031.59,2936902,1026.87
7/20/2017,1022.52,1034.97,2964341,1028.7
7/21/2017,1011,1026.1,2677517,1025.67
7/24/2017,1027.43,1043.01,3212499,1038.95
7/25/2017,1032.48,1043.33,2432328,1039.87
7/26/2017,1043.2,1053.2,2828980,1052.8
7/27/2017,1040.18,1083.31,9905158,1046
7/28/2017,1001,1032.85,7624498,1020.04
7/31/2017,987.02,1019.05,7246638,987.78
8/1/2017,991.58,1006.4,4421395,996.19
8/2/2017,981.73,1003.21,4017780,995.89
8/3/2017,984.59,999.5,3203134,986.92
8/4/2017,982,991.672,2704026,987.58
8/7/2017,,,,
8/8/2017,985.79,996.28,2847527,989.84
8/9/2017,975.27,988,3434077,982.01
8/10/2017,954.68,979.86,5560388,956.92
8/11/2017,951.38,970.39,3431423,967.99
8/14/2017,976.19,985.5,3008007,983.3
8/15/2017,982,991.74,2513139,982.74
8/16/2017,973.22,986.4605,3096051,978.18
8/17/2017,960.32,977.84,3396045,960.57
8/18/2017,954.65,965.43,3248677,958.47
8/21/2017,945.46,961.2,3008450,953.29
8/22/2017,955.495,967.93,2718261,966.9
8/23/2017,954.2,962,2590245,958
8/24/2017,941.14,959,5086748,952.45
8/25/2017,944.1,957.621,3292776,945.26
8/28/2017,942.25,953,2529087,946.02
8/29/2017,936.33,956,2853972,954.06
8/30/2017,956.9062,969.41,2860718,967.59
8/31/2017,972.76,981,3280945,980.6
9/1/2017,976.875,984.5,2423132,978.25
9/5/2017,960.37,976.7699,2875228,965.27
9/6/2017,960.6,971.84,2106605,967.8
9/7/2017,972.55,980.59,2536000,979.47
9/8/2017,963.47,979.88,2578269,965.9
9/11/2017,974.22,981.94,2134582,977.96
9/12/2017,975.517,984.6718,2444699,982.58
9/13/2017,979.42,1000,3314978,999.6
9/14/2017,987.74,998.56,3788472,992.21
9/15/2017,984.03,996.25,3697742,986.79
9/18/2017,968.17,992.7922,3376772,974.19
9/19/2017,967.46,978.24,2614059,969.86
9/20/2017,962.1626,974.81,2727355,973.21
9/21/2017,962.02,971.7,2252940,964.65
9/22/2017,954.42,965.61,2602418,955.1
9/25/2017,932.89,949.42,5065542,939.79
9/26/2017,931.75,948.63,3464183,938.6
9/27/2017,943.3,955.3,3111263,950.87
9/28/2017,950.101,959.7,2512567,956.4
9/29/2017,958.375,964.83,2411643,961.35
10/2/2017,952.1201,967.305,2415846,959.19
10/3/2017,950.37,963.69,2643484,957.1
10/4/2017,954.05,967.79,2460721,965.45
10/5/2017,969.64,981.51,3119487,980.85
10/6/2017,975.64,995.75,3719840,989.58
10/9/2017,987.5,998.5,2927994,990.99
10/10/2017,980.099,997.95,3062820,987.2
10/11/2017,986.695,995.5,2310872,995
10/12/2017,992.4,1008.44,4056172,1000.93
10/13/2017,1001.03,1007.77,2399403,1002.94
10/16/2017,1001.04,1009.57,1991556,1006.34
10/17/2017,1004.38,1011.47,2307075,1009.13
10/18/2017,996.55,1022.31,2477357,997
10/19/2017,980.24,991.05,3040066,986.61
10/20/2017,982,994.62,2294145,982.91
10/23/2017,962.5,986.775,3465469,966.3
10/24/2017,965,979.85,2666782,975.9
10/25/2017,966.24,984.44,2969295,972.91
10/26/2017,968.55,982.9,3670282,972.43
10/27/2017,1050.55,1105.58,16360527,1100.95
10/30/2017,1093.56,1122.79,6516639,1110.85
10/31/2017,1101.12,1110.54,3428461,1105.28
11/1/2017,1096.74,1108.97,3723680,1103.68
11/2/2017,1086.87,1101.94,3658748,1094.22
11/3/2017,1088.52,1112.68,3685172,1111.6
11/6/2017,1108.77,1125.41,3313857,1120.66
11/7/2017,1117.5,1130.6,2623474,1123.17
11/9/2017,1115.77,1129.62,3661411,1129.13
11/10/2017,1124.06,1131.75,2162985,1125.35
11/13/2017,1122.34,1139.9,2897563,1129.17
11/14/2017,1123.89,1138,3042295,1136.84
11/15/2017,1121.63,1131.75,3897230,1126.69
11/16/2017,1130.05,1138.16,2190456,1137.29
11/17/2017,1125.81,1138.8,2333554,1129.88
11/20/2017,1122.55,1133.42,2134381,1126.31
11/21/2017,1128.2,1140,2449503,1139.49
11/22/2017,1141,1160.27,3516336,1156.16
11/24/2017,1160.7,1186.84,3526582,1186
11/27/2017,1191.15,1213.41,6701343,1195.83
11/28/2017,1188.52,1205.34,4463476,1193.6
11/29/2017,1145.19,1194.8,9179567,1161.27
11/30/2017,1160,1178.57,4406535,1176.75
12/1/2017,1152,1179.65,4070722,1162.35
12/4/2017,1128,1175.2,5872358,1133.95
12/5/2017,1124.74,1159.27,4033184,1141.57
12/6/2017,1136.08,1155.89,2756730,1152.35
12/7/2017,1151,1163.19,2408323,1159.79
12/8/2017,1157.1,1172.79,2957785,1162
12/11/2017,1157,1169.9,2257922,1168.92
12/12/2017,1161.61,1173.6,2197697,1165.08
12/13/2017,1160.27,1170.87,2555053,1164.13
12/14/2017,1162.45,1177.93,3069993,1174.26
12/15/2017,1169.33,1182.75,4539895,1179.14
12/18/2017,1180.91,1194.78,2767271,1190.58
12/19/2017,1179.14,1192.97,2555235,1187.38
12/20/2017,1176,1191,2318916,1177.62
12/21/2017,1167.64,1179.17,2042448,1174.76
12/22/2017,1167.83,1174.62,1553997,1168.36
12/26/2017,1160.55,1178.32,1964871,1176.76
12/27/2017,1175.61,1187.29,1779382,1182.26
12/28/2017,1184.38,1190.1,1803460,1186.1
12/29/2017,1167.5,1184,2625283,1169.47
1/2/2018,1170.51,1190,2587899,1189.01
1/3/2018,1188.3,1205.49,3044664,1204.2
1/4/2018,1204.66,1215.87,3000366,1209.59
1/5/2018,1210,1229.14,3430148,1229.14
1/8/2018,1232.03,1253.08,4177533,1246.87
1/9/2018,1241.76,1259.33,3646681,1252.7
1/10/2018,1237.23,1254.33,2659507,1254.33
1/11/2018,1256.46,1276.77,3075315,1276.68
1/12/2018,1273.39,1305.76,5360681,1305.2
1/16/2018,1292.3,1339.94,7111172,1304.86
1/17/2018,1280.88,1314,5166748,1295
1/18/2018,1284.02,1304.6,3941007,1293.32
1/19/2018,1292.99,1313,4395070,1294.58
1/22/2018,1296.66,1327.45,3970151,1327.31
1/23/2018,1337.34,1364.9,5056764,1362.54
1/24/2018,1338,1388.16,6730084,1357.51
1/25/2018,1357.62,1378.34,4621862,1377.95
1/26/2018,1380.91,1402.53,4584082,1402.05
1/29/2018,1400.44,1431.39,5628992,1417.68
1/30/2018,1392,1439.25,5736512,1437.82
1/31/2018,1450.04,1472.58,6220396,1451.65
2/1/2018,1385.14,1459.88,7812953,1390
2/2/2018,1414,1498,10915962,1431
2/5/2018,1320.72,1458.98,10756332,1396.62
2/6/2018,1351.79,1443.99,10773963,1442.84
2/7/2018,1415.15,1460.99,7066828,1416.78
2/8/2018,1349.94,1433.75,8108560,1350.47
2/9/2018,1265.93,1383.5,13787886,1338.99
2/12/2018,1344.01,1393.81,6682214,1386.23
2/13/2018,1383.53,1419.72,5858860,1414.51
2/14/2018,1403.36,1452.06,5881238,1451.05
2/15/2018,1436.84,1468.94,5598111,1461.76
2/16/2018,1446.56,1465.8,4410879,1448.69
2/20/2018,1446.49,1488.77,6388374,1468.35
2/21/2018,1478.92,1503.49,6216694,1482.92
2/22/2018,1475.76,1502.54,4732555,1484.76
2/23/2018,1486.5,1500,4327008,1500
2/26/2018,1507,1522.84,4909053,1521.95
2/27/2018,1507.21,1526.78,4708378,1511.98
2/28/2018,1512,1528.7,4426580,1512.45
3/1/2018,1465,1518.49,6835230,1493.45
3/2/2018,1455.01,1501.05,6587564,1500.25
3/5/2018,1481,1525.38,5233934,1523.61
3/6/2018,1528,1542.13,4561718,1537.64
3/7/2018,1522.51,1545.9,4174123,1545
3/8/2018,1545.25,1554.88,3512528,1551.86
3/9/2018,1559.08,1578.94,4417059,1578.89
3/12/2018,1586.7,1605.33,5115886,1598.39
3/13/2018,1578.01,1617.54,6427066,1588.18
3/14/2018,1590.89,1606.44,4164395,1591
3/15/2018,1578.11,1596.91,4026744,1582.32
3/16/2018,1567.5,1589.44,5145054,1571.68
3/19/2018,1525.35,1561.66,6376619,1544.93
3/20/2018,1545.41,1587,4507049,1586.51
3/21/2018,1563.17,1590,4667291,1581.86
3/22/2018,1542.4,1573.85,6177737,1544.1
3/23/2018,1495.36,1549.02,7843966,1495.56
3/26/2018,1499.25,1556.99,5547618,1555.86
3/27/2018,1482.32,1575.96,6793279,1497.05
